user_id,stars,text,date
2AQ88lVKucaqEaYuxm9quw,1,"I have been a customer of Mid-Tenn for 26 years.  They have performed over $10,000 worth of work on the truck I bought from them.  I brought it in and had the ENTIRE AC system replaced.  It lasted a month and a half. I was informed that the aftermarket compressor went bad from O'Rileys and needed replacing.  I asked about their 2 year warranty and they said AFTER they replaced the compressor that I would have to pay the entire replacement cost to get my truck back and after they submitted the warranty claim to O'Rileys, and usually 2-3 months later, I would get a full refund check in the mail.  That was over a YEAR ago.  I made many follow up calls AND VISITS to try to get my refund. I kept ALL paperwork.  The service manager kept dancing around the subject and when I demanded a refund NOW, because the second compressor replacement only lasted a month, he said he HAD NO RECORD of the replacement service!!!  I had ALL my paperwork with me.  A complete rip-off since owner died",2019-08-21 15:31:55
rbZD9bNO9PYWgCn-w7tJIw,5,"Best cheesesteaks in North Camden... The bread, the meat, the service...everything was spot on... Ruth seems to know all the locals, giving the place a real neighborhood vibe.  Very reasonable prices for great, quality steaks. Definitely worth swinging by on your way to the Central Waterfront attractions.",2017-07-03 01:16:35
qT1-N9hjbyjMW4Mvq4uU4w,5,"My big sister said yes to the dress here back in 2011 and I just said yes to the dress this year. Gina was fabulous. This little shop is a TREASURE


Updating my review now that my wedding has come and gone. Still can't get over how perfect my dress was and how great my experience at Athena's was. THANK YOU LADIES FROM THE BOTTOM OF MY HEART.",2019-06-12 16:59:15
lmiiFd9KC15fs4xtEoXRvw,5,"Milton the owner of this wine place is very knowledgeable about the wines and is super friendly. Go book your friends a wine tasting! It was such a great experience, highly recommend.",2021-10-13 13:43:08
7jZXHQVqo9yVTBTBaPHBNA,1,"Twice, you have mailed pre-filled cremation forms using my terminally ill father's name (who lives FAR out of state) and using the address where I am staying (and my name is not on the house).  What kind of data collection are you doing to make those connections?   No one else received those forms and they emphasize that time waits for no one.   Well, that was touching to receive as we deal with the remainder of his time.  We called you and you said that you get your information from the credit ratings agencies, like Experian.   I went and checked all of his credit bureau reports NONE have my address.   Try again.  I will be further investigating this and you need to stop bothering people and harvesting sketchy information.  I worry for people who trust their final affairs with you.",2019-03-08 21:12:04
zz3p_CkANDJpvGhwdGnsiw,5,"Joey and Joseph Medina of J Medina landscaping and hauling in Lompoc California, did a wonderful job last minute to help me and my family move some furniture and take some other things to the dump. They were very thoughtful and considerate with our time and kept me updated on when they were going to arrive when they were done. I wanted to also mention that this morning early or original driver to take or things to the dump I had vehicle issues so I was in a rush to find someone that could help us out. And I emailed Joseph Medina and he said he talk to his father and they both agreed they would help us out this was last minute this was before they started there picking up our stuff so I want to say that I will definitely be using their services again I appreciate their honesty and fairness and communication thank you Faith H.",2021-10-11 00:43:49
j-ZSGl7nzps0l0knc4C9-Q,5,Had a consult with Erin about removing my tattoo and I regretted the day after I got it.  Erin is very knowledgeable and she has a great demeanor.  I agreed to start my first treatment the same day!,2021-10-14 22:33:20
1f45sImkXIxGVKu4FJmnuw,4,"Visited yesterday and really enjoyed. Service was prompt and attentive. Food delicious.

I thought I would be ordering from the al la carte menu because, as a vegan, I am used to buffets not catering to the likes of me. We explained this to the very attentive and kind owner. She took us over to the buffet and pointed out all the dishes that were vegetarian and did not include dairy. She even made roti specially for me. 

To those complaining about spice ... buffets are designed for everyone ... from the spice lovers to the spice haters ... there are sauces provided to bump up the heat and to adjust the flavors to your liking.",2016-10-14 16:28:51
xVr1-j7MXqvjID3sB0U_5g,5,Best pizza I had in my life no exaggeration. Place was really clean and warming. Amazing service.,2021-10-16 12:16:39
TTpHSF6Pu3vgPMsMe-wTtQ,5,I moved to STL 5 years ago and have struggled to find good pizza. This place was amazing and our new go to pizza place.,2021-10-17 00:37:13
pkmzFPcVsM5I_fdKDQkufA,5,"I just moved out of Center City and needed to find a place for threading. I was anxious about trying a new place since Ive been going to the same place/person for over 5 years now. When I found Aanchal, I was so relieved. The place is clean and calm. They do a wonderful job here at very reasonable pricing! I highly recommend them.",2018-08-25 13:38:38
_PCzgOyR8UaMudD8CpPvrg,4,Came on a Friday night and they had live music which was just awesome. Our server was gorgeous and just amazing with the service. The food was great especially for the price. All the staff seems super friendly. I will definitely been recommending this place to all my friends and I can't wait to come back :),2017-02-17 20:00:37
EUDBBUVw9IIY9Do6yubrSg,5,"I visited infinity float last week for my second float. My first time was elsewhere and I had a horrible experience but decided to try again and I'm very glad I went to infinity float. I had a ton of questions which were all answered by the orientation video but Paige (I think that was her name!) made sure I was set after learning about my less-than-ideal first float. She was really committed to making sure I had an amazing float, which helped me relax. 

As for the float itself, I enjoyed being in the pod. My first float was in a more open pool which wasn't for me. The pods have buttons to control the light, music, and lid. Being able to control all aspects of the experience mitigated any anxiety I felt. I wish I found this place sooner as I'm planning to move soon, but I hope to return at least once more.",2021-10-18 20:37:40
vHc-UrI9yfL_pnnc6nJtyQ,3,"This one is tough. Asian Paradise was my go to neighborhood Chinese restaurant for quite some time. I can recall sending a lot of great folks there over the years as well. I loved the fact they offered a very diverse menu that represented several Asian cuisines, and that they offered some pretty authentic dishes and versions of popular dishes as well.

I'm reducing my previous 5 star review as a result of two recent experiences here. Truthfully the food served last night was closer to a two, but I know this restaurant does better so I'm giving the benefit of the doubt.

The first was about a mont and a half ago. It was a Sunday evening and we wanted Chinese takeout, but knowing the current status of the restaurant industry, I called to be sure they were open before we ordered. A gentleman answered and affirmed they were open, but politely let me know it was takeout only until about 6/7 due to a large private party that was in the dining room. I let him know I wanted takeout and that id call back in 5 minutes with an order. 

Literally 5 minutes later I started calling. I rang both phone numbers listed for Asian Paradise no less than a combined 50 times (no exaggeration), both simply landing me in a voicemail confirming I was in the right place. I eventually left a voicemail just to see if I'd get a call back, but 6 weeks later and still nothing.

Last night we got to order! Three dishes: Kung Pao Triple Delight dry style, House Pan Fried Noodle and Salt & Pepper Calamari.

The calamari was tough. My son chewed his way through it and I didn't get more than a bite. After that bite I thought about calling the restaurant but decided this must be what they serve and assumed I'd ordered poorly.

The Kung Pao was generally tasty, but several pieces of the beef were extremely tough and inedible. I also couldn't tell if what we got was the dry style. Perhaps it was, just a little more saucy than I'm used to seeing. Aside from the saucy look that I wasn't expecting, it was also hiding a helluva Ma La punch from Sichuan peppercorns. I believe Kung Pao has origins in Sichuan, but if that's the standard here, the Americanized palate needs a little heads up that's coming. I've not experienced that Sichuan flavor profile in this dish at any restaurant that didn't specifically call it out. I enjoy that type of numbing spice, so this was kinda fun for me, but I'd imagine it would be pretty painful for those that didn't know.

The pan fried noodles were the biggest disappointment. I appreciated that they packed the crispy noodles separately from the gravy so we didn't end up with soggy noodles by the time we got home, but the gravy itself was more cornstarch than anything else. This dish is supposed to have a delicate brown gravy that gently coats the protein and vegetables and crispy noodles, but this had way too much thickener and was best described as gloppy and gelatinous. This was not a good version of this dish and was borderline inedible.

So two dishes I didn't want to or couldn't eat and a third my spice loving soul struggled to complete add up to a n  experience that was really not that great. I'm not sure if something changed here during the last few years, but this isn't the Asian Paradise I used to love.",2021-08-03 04:45:37
8nRNsbtaudgKDqz3GMqyGQ,1,"im not going into the details, but this was the worst expeirence i ever had buy anything,and if i could turnback the clock they would be the last place i would ever go,spent 40,000 in thier place to get treated like (shit). they get your money then you become a nobody.in a nut shell they are what i see as bullies in something i love ,wont be my last rv, but i will never buy from them again,if i could leave a minus to them they would recieve one, buyer beware they are unprofessional and rush you though the process to thier advantage, they dont tell you the cost of the warranty up front they give you a pmt with it alredy added in whitch turned out for to be 11000.00 plus 4% on the loan  and beet around the bush with the direct answer added in inturn you get (kyed) with no vasiline! so screw my once nerev twice. as far as the camper had to call jayco toget what was suposed to have already be included with the package  of the purchase ,they sell you stuff and dont know what even comes with it,its been a joke,cost me 3000 for paint covage and i know for a fact thier wasnt any protective coating put on it because they closed the deal 15 min before closing so how could that of been done if they didnt know i wanted it yet!again buyer beware!",2021-10-07 23:40:48
ZamM2xHZtUJrXWJm9Rvsmg,3,"The atmosphere and decor are pretty cool, the wait staff and employees were super nice. We heard it was a family dining restaurant, so we brought our children with us. (ages 10 and 2) Our 10 year old ordered a bacon cheeseburger off the kids menu. It was GIANT, it was the same size as ours! Our 2 year old also had a burger. (We should have known better and ordered one that they could have split it.) There were no fruit side options for the kids to choose from. 
Due to them running out of highchairs, we were seated in a hightop booth with a booster seat for our toddler. The booster normally wouldn't have been a problem, but it was pretty sketchy having him sit in a booster in such a high booth. We had to scoot the table closer to him so he could reach the table, thus leaving the table short on the other side for the rest of the family. We were told that they were out of high chairs. We finally requested a move to another table after a family with a toddler using a regular high chair left. That made our seating arrangement 100% better. 
The menu is pretty cut and dry...and easy to order from. I got the 317 Burger, as suggested by our waiter. (beef patty, garlic aioli, pepper bacon and cheese) I also ordered the poutine fries. 
The burger looked great on the plate, it was adorned with a bamboo skewer with a pickle on top....
The flavor was not very good at all, the bun was GIANT and dry and the bacon wasn't crispy at all.  The garlic aioli was hard to find, and hard to taste. I ended up taking the top portion of the bun off and cutting the burger with a fork and knife and dipping into ketchup and the gravy from the poutine. 
The poutine was pretty good. The fries were delicious and freshly cut. The cheese curds weren't very melty, but the gravy was great! Overall, that part was what I ate the most of!

I am super excited for this business....but it will be a while before we return so they will be able to work out the kinks.",2013-12-15 15:48:30
h-gXH1hzWpL5RYH1g-OPsg,1,"Although the portions were decent our whole order was wrong. Even down to the drinks which were warm with no ice,and the soda was flat. The karaage chicken was over cooked and the tonkatsu was just pork belly. No difference from their chashyu. The definition of tonkatsu is ""fried in Panko"". Server was nice but so busy we did not want to bother her, so we ate what we received. We will never return. Do they use MSG?? I was up way past my bedtime!!",2021-10-23 09:11:09
hQwdF9befzuNpYawAgTxig,5,"Very cool atmosphere, both indoors and outside. We ordered the mocha monkey and it was pretty delicious. Not overwhelmingly sweet, but just enough. We also ordered the latte macchiato, which was simple but delicious. The staff were all very nice, and even double checked to make sure I didn't want sweetener in my latte when they handed it off. I will definitely be back again once I'm back in the area.",2021-10-22 01:53:43
le6EWxQaVt13dcRQ2QrHew,5,"Wonderful restaurant!  We love the food and the ambiance!  My son has Celiac Disease, so he had a hamburger meat patty with white cheddar cheese and a side of gluten free pasta.  He loved it!  My daughter loved her Gambi's Burger,  my husband loved his Lasagna Bolognese, and I absolutely loved my Sea Bass!  We thought the prices were very reasonable with the excellent quality of food.  Kudos to the chef!  The staff were all friendly.  And we loved the pirate theme a",2021-08-15 00:26:08
Vh8N02kF7fKUCNELkrz-0A,2,"Isabel Oneil started out great. I thoroughly enjoyed my shopping experience with the owner and was happy with the sample I purchased. But once the sale was made, It was pretty much downhill from there. The gown I received was different from the sample and ended up requiring tons of alterations to get it right. The seamstress did not do a great job and charged an exorbitant amount of money. And when wearing the gown for the big day, I kept having to adjust it because it was still too loose in some areas. The store staff is rude and unaccommodating. We needed help from the store manager in this nightmare of a process, and although the store did finally provide a solution, the attitude and rudeness that came along with it added more stress to an already very stressful situation. Unfortunately, the inventory is beautiful but not worth the hassle of dealing with store staff.",2021-10-25 21:06:42
Cxs9AFM6Prflh9Wz_qbOdw,1,"We are no longer patients here. We loved our doctor, but she left the practice. We received an e-mail notification that this would happen and that we had very limited time to attempt to transfer to another Dr within the practice. For two days we called and received a busy signal. We couldn't even get through to be put on hold. Eventually we left town on vacation and really, I'm sure after a couple days there was no more availability. The e-mail mentioned a written notice would be sent through mail, but that didn't happen.
Today, my wife called to ask if someone there could write her a prescription for physical therapy since we were now without a doctor, but this was not a completely new prescription. As is typical (read the other reviews) she was pretty much treated like an idiot and hung up on. She called back, got through to someone else, but was told she was out of luck, too bad so sad. 
Oh well, we'll find another office. We have great insurance and have always paid on time. Good luck Stoney Batter. As long as you have plenty of patients, pretty sure nothing will change. 
For those looking for a new doctor, I highly recommend looking elsewhere.",2018-06-28 21:47:22
w4KJcXSSHGOXjsBCThUnaQ,1,"This has always been our favorite restaurant for special occasions but we will NOT be going back. Reservations were at 7:30 and didn't get food until 9:30! We were ignored for at least 1 hour and our food was cold when it finally arrived.  Manager asked if we would like our meal comped, which he should have just done without asking. When our bill came food was still listed so we had to ask for it to be removed. 
We will not be going back to the Brickyard.",2019-01-01 19:33:18
rCdG_CM4mCO3w3hXugdGzg,1,From the beginning.. My wife felt insulted ..was told her husband had to be there... any time a company says that... get ready. It's going to be a hefty price.. after 1 and a half hours of presentation. We began asking for the price..which they wouldn't give..after allll of that we were only given a ball park amount.. they .. pointed to what they said was wood rot . 2 other window companies when asked about the wood rot said no..and laughed..it's my opinion that if a person has alot more money than sense.. and it's burning a hole in your pocket and you ..haven't .. shopped around .. your what their looking for..,2021-03-23 16:39:23
4PlHHEgYKls10RbXUi2MIA,2,"Ima start w/ pros and lead to cons and am just being honest about my
visit. the Front desk girl was sweet and booked me quick cause she sensed I was on a time crunch and everything and booked me really soon. Got there, and checked in. That was cool. My con. The actual girl who was waxing me, took me to the back and I could tell she was already a tad bit upset from the client before me. I was patient and polite. She was very neutral and cold. That's fine lol. not everyone is gonna have a good day. What got to me is that i am paying for an underarm wax and she was in a haste to get me out and I COULD TELL. She did horrible on my wax and was not gentle, and after there was still a LOT of hairs left. And the next day, I woke with ingrown bumbs on my underarms which never happened to me in my time of waxing my underarms. She didn't go over it with a tweezer, nothing. Afterwards she was like okay done YIU can get dressed now. And nothing else. I'm not
on to say anything so I didn't but my pits were in pain for a couple of days and STILL hair and I hated the whole experience. Won't be going back. And I usually liked their work. Like I get you are upset but your working in this business and the person after you should still receive as great service as the person before you. Sorry.",2021-03-16 19:46:18
55cRvURLDKLEdWlNDWnBWg,5,"We (2 couples) dined at GW Fins on a Wednesay evening and thoroughly enjoyed the food, service, and decor. Excellent menu and tasty food. Our only complaint was that the acoustics in the restaurant amplify sounds, making conversation difficult. Overall, however, a splendid dining experience.",2021-10-30 15:48:08
RjdZ2sSWY4GREWDp_ms5Vw,2,"What a shame!  This movie house has been renovated and unfortunately, they missed doing it for the customers satisfaction!  

First - what's good:  The heating and air conditioning are great.  In fact, they tend to set the air on super chill, so take boots and socks to keep warm.  The projection and sound systems are state of the art and wonderful.

And then the good news stops.

The seats, while bigger than the previous ones, are still aligned, so you can't see over the head of the person in front of you!  Why, oh why, couldn't they offset the seats so everyone could see?  Then there is the problem of the first seven rows... for some curious reason, these rows are more elevated than those behind them.  Which means that anyone sitting in rows 8-12 cannot see at all!!!!!   My question is this... why didn't they just increase the slope and make it so everyone could see the screen?

The screen has been raised quite a lot, so you would think everyone could see, but it's still a problem.  And, since this theater is all about the interviews with celebrities, why, oh why, didn't they put in a platform so we could see them during the Q&A's?  No one but the first couple of rows can see the interview because the celebrities are seated so low...

And, the promised improvements to the snack bar area are nowhere to be seen.  It's still too small; in the way of entry to the cinema and sells crap snack foods.  Gosh - they moved the popcorn to the opposite side... is this supposed to be an improvement?!  I think not.  And the air-popped popcorn is just as awful as the previous stuff.

What a shame, is all I can say.  They spent millions of $'s on this reno, and it has not improved things at all.",2017-09-26 19:10:31
BnGCmZR42UdiZLV7Tngj9A,1,This plumber was chosen by the Manchester group. I have a home protection agreement. My tenant was complaining the hot water was only lasting 10 minuites when taking a shower then it would get luke warm the plumber came out and said the water heater needed to be replaced. My service plan had $750 limit on trouble shooting and repairs $200 was used and no trouble shooting was done to fix the water heater the cost to install a water heater was $985. I should have only have to had paid $235 but instead I wound up paying $435. you should not have taken the $200 since you did not do any trouble shooting to repair the water heater.,2017-07-01 06:26:25
4NDt10sK8nBbKnWWArgpfQ,5,The local honey latte might be the best latte I've ever had. Highly recommend iced with oat milk,2021-09-14 16:18:06
LXoudyC0Imcw6ThovE8-8w,4,"Came for weekday lunch, arriving at noon. We were promptly seated in a nice booth. I do actually wish we'd come for dinner because the lunch menu is more limited. Also, their dosa section of the lunch menu was unavailable today which was disappointing. 

Our group of 3 eventually settled on 3 dishes to share plus an order of garlic naan. We ordered the Cauliflower Manchurian Bezule, the chicken curry, and the ""Tumeric"" special chicken biryani. 

The Cauliflower dish was an appetizer and arrived first. It had a nice little kick of heat and was quite good. The rest came out all together. The dishes were definitely good, but not my favorite in the context of other amazing Indian food I've enjoyed. I really wish I could've tried some of the dishes on the dinner menu!! We devoured the naan (no surprise there)!

Attentive, welcoming and quick service and nice atmosphere inside the restaurant keeps it a 4-star experience.",2021-10-29 01:40:13
SUKFd9SXGoS5y-48hg3xwg,5,"Stopped by twice since they opened. Once just the husband and myself and the second was with our neighbors. 

We ordered the ribs one time and the jerk chicken on the second visit. 

Atmosphere: bright, lively, clean, modern and Jamaican.  Positive messages and empowering messages all over. 

Staff: every staff member was positive, constantly positive, friendly and makes great recommendations. They engaged with us the entire time

Food: ribs were hot, full of flavour and delicious. Rib meat fell right of the bone. The spices were so good.  The rice and beans were juicy, full of spices and delicious. Cabbage -I don't like cabbage but I loved theirs. Sweet, crispy, cooked to perfection, and delicious. We got the mild sauce. The taste caught me off guard. Has such a unique great flavour. By far one of the best we have ever had! 
The jerk chicken was the best. Juicy. Full of wonderful flavour. Chicken peeled right off the bone. Cooked perfectly.  Amazing taste. 

Overall: great addition to our diverse neighborhood. We will be back on a regular basis. They did such a great job with their vision and execution.",2021-04-11 22:00:53
WYqeQxHU0Hqq0x5d173EIw,3,"The service wasn't great . We sat inside and had flys drop into our OJ. When asked to move we was told we would have to be put back on the waitlist,when there was open tables available. I asked for the candy maple bacon but was given regular bacon .  Was so looking forward to the candy maple  ..",2021-11-03 18:15:08
Grg4KcIRq7OVt_hBi5KPTA,1,"We've been going to McCordsville Veterinary Hospital for about 5 years, and spending $3,000 for its care in that time.  The Doctors are professional, thorough and attentive.  However, the issue we have is with the front-office staff, the face of the practice.  I've had more than one negative encounter with the check-in staff, but this encounter was inexcusable.  

Our dog injured herself and I wanted to just get an initial assessment on the severity of the wound. My thought was could it wait until I scheduled an appointment for the next day, or should something be done immediately?  

I asked the check-in staff at McCordsville Veterinary Hospital if someone could just take 5 minutes and look at the wound.  I admit, the time was later in the afternoon, but I was told there was no way anyone could see my pet.  I could take her to the Animal Emergency Hospital in Carmel, followed with that ""is all we can offer"". I was also offered an appointment the next day, which I took.

Intuitively I thought the injury wasn't life-threatening, but I wanted peace of mind and the animal's health ensured. I drove to McCordsville Veterinary Hospital and called from the lot, to ask again if someone would just come out and assess our dog's wound.  As I waited with the other two cars in the lot, I was again told it was not possible for anyone to come out. 

I took her to a nearby groomer, thinking she could be helpful.  The groomer gave me her opinion, and a referral to a nearby Vet, Oaklandon Family Vet.  I called that Vet on my way there to explain the situation.  Without any established relationship, or hesitation the Vet said to bring my dog in, but that I may have to wait until they could get my pet in between appointments.  

As I waited with the 4 other cars at the curbside, the Oaklandon Family Vet examined the dog, described what she found and prescribed treatment.  It was all over within 45 minutes after leaving the McCordsville Vet.  

There is this overriding schedule rigidness in the McCordsville Veterinary Hospital's practice that I have experienced more than once.   Even more maddening was when the practice called our home to confirm the next day's appointment.  A Vet from the practice got on the phone with my wife, while I was en-route with our dog to the new Vet, again explaining why McCordsville Veterinary Hospital couldn't see the animal.  I believe altogether my wife and I spent 15 minutes on the phone being told how there was no time to see our dog.  

The Oaklandon Vet has since called us to see how our dog is doing.  That's remarkable service.  They're our veterinarian now.",2020-07-18 16:09:23
BKEBA_sjnrFXPfccRJrPPw,1,The store opens at 11 so we showed up at 11:15 to get cookies and the workers of the store just ignored us and kept the doors locked as we stood outside. I understand if they were slow on getting things set up but at least let the customers know. finally after a few minutes a worker came out and unlocked the door and didn't say a word to us. just very rude.,2020-09-13 16:18:11
j14WgRoU_-2ZE1aw1dXrJg,4,"Masala Kitchen Kati Rolls and Platters really hit the spot after a long day of traveling. The rolls here were cooked to order and delicious. They were also affordable and served up fast. What more can you ask for?

We had a late check-in at our hotel and were hungry. We ended up leaving our hotel for dinner around 11:15pm. I looked on Yelp for a good, quick, casual place to eat that was also open late. We were tired and I didn't feel like eating at a sit-down restaurant. Masala Kitchen popped up and checked all the boxes. They're open until 3:30am on Friday and Saturday nights. A friend also recommended this place to us.

This is a small fast-casual restaurant located in Center City, just four blocks from Philadelphia City Hall. It's right next to the entrance of a public parking garage. Seating inside is limited to about 24 seats. They have standard two-tops with Tolix chairs and a couple long high-tops with Tolix stools.

During our visit late on a Friday night between 11pm-12am, there was a small, but steady stream of customers. Most of the orders were takeout and delivery. We were the only dine-in customers at the time. The restaurant had plenty of staff on-hand. The kitchen is open. Bottled and canned drinks (from a fridge), sauces, eating utensils, and napkins are self-serve. The space itself is simple and looked relatively new and clean. The ambiance is that of a takeout joint. Since this restaurant is close to a lot of bars, it's perfect for those wanting a late-night snack or meal after a night on the town.

The menu is in the business name: kati rolls and platters. Kati rolls are an Indian street food from Kolkata (Calcutta), West Bengal. Masala Kitchen offers 14 varieties of kati rolls, ranging in price from $4.50 to $5.75 a roll. Buy two kati rolls, get $1 off. One or two rolls is good enough for a meal for most people. Ingredient options include chicken, beef, lamb, paneer (cheese), egg, vegetables, potatoes, Indian spices, and more.

The platters remind me of the platters you can get from The Halal Guys. For example, they have a Chicken-N-Rice platter ($8.75) and the self-serve sauces are similar too -- creamy white and spicy red. In addition, you can get biryani ($9.25-$10.00 each) and a paneer platter ($10). Drinks include mango and rose lassi ($3.70 each), chaas (an Indian yogurt drink, $3.70), masala chai ($3), and more.

The two of us ordered and split the following three rolls:

* Chicken Masala ($5.75) - marinated grilled chicken with Indian creamy tomato sauce ""Makhani"" and crispy onions
* Achari Paneer ($5.50) - marinated paneer with hint of mango pickle sauce, fresh mint-coriander chutney, and crispy onions
* Mix Veggie ($5.50) - fresh pea, carrot, and green bean mixture cooked in Indian spices with fresh mint-coriander chutney and crispy onions plus egg (+$0.50)

These rolls were great. My favorite was the achari paneer, but I'm fan of paneer. Everything was made fresh to order and came out piping hot. Each roll was wrapped in brown paper and Sharpied to identify the rolls.

The kati rolls are wrapped in what the restaurant calls a ""tawa roti."" Traditionally, tawa refers to the round, flat metal griddle used in Indian cooking. The roti here had a nice thickness to it, soft, and kind of fluffy with a sort of pillowy texture, lightly charred and appetizing. I like to describe Masala Kitchen's kati rolls as the Indian equivalent of the Taco Bell Chalupa or Gordita. In terms of the shell/wrap, they are more similar to the Gordita (softer, less crispy, not deep fried).

Each of the rolls was packed with flavor. If you like Indian food, I don't think the kati rolls here will disappoint you. The authentic, aromatic, and mouthwatering flavors were all there. The Mixed Veggie roll had a mushier consistency than the other rolls, but that wasn't surprising given the ingredients. I think adding egg to that roll really enhanced it. On the menu and item descriptions above, ""crispy onions"" refer to fresh, raw slices of red onion.

For sauces, I recommend getting a cup of the white sauce, adding a little bit of red to it, and mixing them together. The red sauce is quite spicy so a little goes a long way. The sauces by themselves are tasty too, so really it's a matter of personal preference. I dipped the rolls into the sauce mixture each time I took a bite. Yum.

Vaishali was our server and she was nice. Masala Kitchen uses the Revel POS system. Transactions, including tipping, are handled on a tablet and you can send yourself an itemized receipt.",2019-07-12 19:07:02
JewsUq_3GaFEtVaoFwiigg,4,I had not returned to this location in years due to a bad experience. My friend said he liked the place so we went. The place had changed but had the food? They had a Mongolian grill which was well stocked and excellent. The regular food was a notch above most Chinese buffets and they kept it well stocked. Lots of variety and choices to keep you coming back for more. The deserts were pretty much the same as all the rest of the Chinese buffets in the United States. Luckily watermelon was in season so that was a tasty end to my meal. My buddy and I walked out of there stuffed for less than $25 bucks. I will return.,2021-08-01 20:36:35
i-At4CrWf3lljSl_yYg9eA,5,"Good prices vs quality thrift store for Brandon/Valrico. Large selection, sorted by not only size but also color, which I love. Many mixed pieces from designer to ordinary. I found most of the styles to be on the younger side, a plus for 30 year old me, as many consignment shops have an over abundance of pieces I consider for the 60+ community. Clean, open environment, with friendly customer service. Changing room didn't seem to have a limit, had a true mirror, and several hooks - all good things. Will definitely be back.",2019-11-07 22:16:17
eUtXuZ_FXE0CkJa7JWpKbw,4,"This place is huge!!!! Love the location. Lots of goodies to choose from. Everything tasted great. 
We had the mussels, truffle Mac, and calamari. I would skip the calamari next time. I would go for the truffle Mac for sure. Mussels were spicer than I thought. 
My server Sam was AMAZING.",2021-05-18 21:18:26
QmBUme__1kdBt8FkF3H6Kg,5,"Service couldn't have been better at the bar and food was incredible. I had the red snapper and and the salty malty for desert. Food, service, and ambiance can't be beat.",2021-11-11 00:53:15
83210-qORiXnpY8xumztQg,5,"Beautiful restaurant, great food, and excellent service. Juan was our waiter, his knowledge and friendliness made our visit to Santa Barbara that much special. Thanks to Julio(food runner) for his attention to detail, the staff is very friendly. Delicious food, and dessert.",2021-11-09 03:17:22
eCKcDIKdLOD4NYZsSjJFBw,5,"Although ordering during a busy Saturday night, Lemar had my order to me hot and fresh within an hour. Door Dash had failed to bring my order from Easy Pizza, so I was thrilled that Domino's came through. Delicious.",2021-11-14 02:05:24
njGErYO631o2vyrfU_TXxg,5,"Came to Nashville to experience amazing music and food. Found both! I'm from California so good Mexican food is difficult to find. I found it in Nashville. Blanco Cocina hits the trifecta. Great food, great atmosphere and GREAT service. Our server Maya was amazing, she was friendly, fun and provided awesome service. I highly recommend Maya and Blanco in Nashville.",2021-11-15 03:42:42
Z77nv58bFXPVVk-78jSbew,5,"Warm, friendly  & welcoming.  Wonderful customer service & very helpful with suggestions for after visit care. Would highly recommend Fabriq Spa to family & friends.",2016-04-03 15:22:07
rE5bub-n3Kgqn3zNQJmZgg,5,"I have always had good experiences here. They're good is really good ""bar"" food but also other good healthy options. I really like that they have lettuce wrap burgers and you can make any burger option with chicken breast, veggie burger, turkey burger or the regular angus beef! Turkey burger was pretty good I was impressed. I got it with Swiss and mushrooms super good. I love the firestone shrimp app and Mac n cheese as well. Tons of beer options and TVs. Friendly service and bartender. I will deff keep coming back. I also order from Uber eats sometimes and that's good as well.",2021-11-19 04:09:54
JHmVP1m--N9cZc1bWgYNNQ,4,"We have been here now three times... the first two times we had excellent service with the servers attentive and through. This last time, we had to ask for napkins and water. Thank God we had Cuban sandwiches as we weren't t given utensils either. I asked for Cuban coffee ""sin azúcar"" but got a cup full of sugar. No ketchup was given with the fries :( and they weren't hot either. The food is mostly good and the Cuban sandwich was also good, but I have had better... 
It's always busy, and seemingly a hub for Cuban locals.  All in all it's alright, but the owners need to make sure the servers stay on top of their game.",2021-05-16 19:02:53
4MD8nErbBB5k5ch6fL925A,5,Just had a hand wash and interior cleaning. They did a fantastic job on my car! Would highly recommend them. Will be coming back for a detailing when my car needs it. :),2021-04-30 20:10:39
r4S6P5FzonwZVj_Vt4mgOw,1,I ordered our food at 5:30 pm with a 30 -40 minute delivery window.  Now approaching 2 hours and 15 minutes and no pizza. This is for my kids who are now starving.  They are not answering the phones.  It is going to a default Verizon message saying they aren't answering phones.  Completely unacceptable.,2021-11-21 00:44:06
ahBQBZqtDP-6KgXZqWdoLw,4,"I checked "" yes"" in good for kids, and I would say there are definitely some options that my daugther would eat.  She really loved the asparagus soup served that day.  For infants...  not so much, my son spent his time in the car seat in the floor so I would think some more highchairs would be helpful.  The day we went was pretty busy, but the servers were helpful and timely.  Overall a very good experience and a MOST WELCOME addition for us long time Nashville vegetarians!",2010-03-16 15:53:58
